car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Ciaz,Marut,Ciaz,6,49000,Car Dealer,Diesel Fuel,Manual,28.09,1248,88.5,5,549000
Maruti Swift Dzire,Maruti,Swift Dzire,9,65000,  Dealer,Petrol ,  Manual,19.1,1197,85.8,5,335000
Hyundai i20,Hyunda,i20,9,100000,Owner,Diesel Fuel,M/T,23.0,1396,90.0,5,300000
Hyundai Creta,hyUnDaI,Creta,3,10000,Car Dealer,Diesel,Manual,22.1,1396,88.7,5,1050000
Maruti Swift,Maruti,sWIfT,2,20000,Car Dealer,Diesel Fuel,Manual,28.4,1248,74.0,5,675000
Mercedes-Benz C-Class, Mercedes-Benz,C-Class,7,6800,Dealer,Diesel,Automatic  ,14.84,2143,167.62,5,1490000
Hyundai i20,Hyundai,i20,10,60000,Dealer,,  Manual,17.0,1197,80.0,5,265000
Honda Civic,Hond,Civi,15,120000,Individual,Petrol,Automatic,12.9,1799,130.0,5,150000
Toyota Innova,Toyota,Innova,7,98000,Dealer,Diesel,Manual,12.8,2494,102.0,7,750000
Maruti Baleno,Maruti,Baleno,5,60000,Car Dealer,  Petrol,AUTO,21.4,1197,83.1,5,635000
BMW 5,BMW,5,4,36000,,petrol,Automatic,14.04,1997,184.0,5,3100000
Honda Amaze,Honda,Amaze,5,40000,Car Dealer,Petrol,Automatic,15.5,1198,86.7,5,474000
Hyundai Venue,Hyundai,V3nue,2,31000,Dealer,Diesel,MAN,23.7,1396,88.7,5,1090000
Maruti Ertiga,Maruti,Ertiga,7,19000,Dealer,Petrol,Manual,16.02,1373,93.7,7,524000
Maruti Celerio,Maruti,Celerio,4,40000,Dealer,CNG,Manual ,31.79,998,58.2,5,475000
Toyota Innova,Toyota,Innova,8,66758,  Dealer,Diesel,M/T,12.8,2494,102.0,7,750000
Hyundai Verna,Hyundai  ,V3rna,4,43000,Car Dealer,Gasoline,Manual,17.0,1591,121.3,5,880000
Maruti Celerio,Maruti,Celerio,5,2000,Dealer,Petrol,A/T,23.1,998,67.04,5,466000
Hyundai i20,Hyundai,i20,6,52900,Car Dealer,Diesel,Manual,23.0,1396,90.0,5,530000
Hyundai i20,Hyundai,i20,4,40000,Owner,Petrol,Manual,18.6,1197,81.83,5,450000
Ford Ecosport,Ford,Ecosport,4,26100,Dealer,diesel,M/T,23.0,1498,98.96,5,700000
Honda Amaze,Honda,Amaze,8,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
Hyundai Tucson,,Tucson,4,62450,Dealer,Diesel Fuel,Automatic,16.38,1995,182.46,5,1649000
Maruti Vitara,Maruti,Vitara,3,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
Maruti Ertiga,Maruti,Ertiga,4,40000,Dealer,Gas,  Manual,16.02,1373,93.7,7,675000
Hyundai i20,Hyundai,i20,4,17805,Trustmark Dealer,petrol,Manual,18.6,1197,81.83,5,660000
Maruti Ciaz,Maruti,Ciaz,5,20000,Individual, Diesel,Manual,28.09,1248,88.5,5,685000
Maruti Ciaz,Maruti,Ciaz,4,66577, Trustmark Dealer, Petrol,MAN,20.73,1373,91.1,5,725000
Maruti Ciaz,Marut,Ciaz,3,20000,Dealer,Diesel,Manual,28.09,1248,88.5,5,875000
Maruti Swift Dzire,Maruti,Swift Dzire,3,36787,Car Dealer,Petrol,manual,22.0,1197,81.8,5,650000
Maruti Swift Dzire,MARUTI,Swift Dzire,8,35000,Individual,Diesel,MAN,19.3,1248,73.9,5,400000
Volkswagen Polo,,Polo,8,61000,Dealer,Diesel Fuel,Manual,22.07,1199,73.9,5,278000
Volkswagen Polo,,Polo,8,56000,Dealer,,,16.47,1198,73.9,5,355000
Lexus ES,Lexus,ES,4,33000,,Petrol,autOMATic,22.37,2487,214.56,5,4100000
Honda Amaze,Hond,Amaze,8,67000,Individual,Diesel,M/T,25.8,1498,98.6,5,300000
Ford Ecosport,Ford,Ecosport,8,49217,Car Dealer,,mAnuaL,22.7,1498,89.84,5,475000
BMW X5,BMW,X5,7,68000,Car Dealer,Diesel Fuel,A/T,11.7,2993,245.0,5,3200000
Maruti Wagon R,Maruti,Wagon R,4,56000,Car Dealer,CNG,Manual,26.6,998,58.16,5,365000
Maruti Vitara,Maruti,Vitara,4,80000,,Diesel,Manual,24.3,1248,88.5,5,815000
Maruti Baleno,Marut,Baleno,5,32145,Trustmark Dealer,Gas,Manual,21.4,1197,83.1,5,565000
Toyota Innova,Toyota,Innova,4,65000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1430000
Ford Figo,FORD,Figo,8,57642,dealer,Diesel,MAN,20.0,1399,68.05,5,250000
Maruti Swift,Maruti,Swift,4,22400,Dealer,  Petrol,MANUAL,20.4,1197,81.8,5,435000
Maruti Alto,  Maruti,Alto,15,124000,Individual,Petrol,MAN,19.7,796,46.3,5,85000
Honda City,Hond,City,5,51000,Dealer,Petrol,Manual,17.8,1497,117.3,5,670000
Hyundai i20,hyundai,i20,4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000
Mahindra Scorpio,,Scorpio,9,54000,Dealer,Diesel,Manual,12.05,2179,120.0,7,430000
Maruti Swift Dzire,Maruti,Swift Dzire,5,39100,Dealer,Gasoline,M/T,20.85,1197,83.14,5,470000
Maruti Alto,,Alto,1,10326,Trustmark Dealer,Petrol,M/T,19.7,796,46.3,5,350000
Maruti Wagon R,Marut,Wagon,3,93000, Individual,CNG,Manual,26.6,998,58.16,5,350000
Maruti Baleno,Marut,Baleno,3,12500,Dealer,Petrol,Manual,21.4,1197,83.1,5,581000
Hyundai Creta,Hyundai,Creta,4,9161,Certified Dealer,Petrol ,Automatic,13.0,1591,121.3,5,1150000
Hyundai Santro,Hyundai,Santro,3,31286,trustmark dealer,CNG,Manual,30.48,1086,58.0,5,500000
Hyundai i10,Hyundai,i10,8,15000,Owner,Petrol,Manual,19.81,1086,68.05,5,289000
Maruti Vitara,Maruti,Vitara,4,57000,,Diesel,Manual,24.3,1248,88.5,5,795000
Maruti Alto,Maruti,Alto,12,35000,Owner,,Manual,19.7,796,46.3,5,100000
Maruti Baleno,Maruti,Baleno,5,49700,Dealer,Diesel,MANUAL,27.39,1248,74.0,5,550000
Maruti Vitara,Maruti,vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,890000
BMW 7,,7,9,70000,Car Dealer,Gas,,8.45,2979,321.0,5,1900000
Maruti Wagon R,Maruti,Wagon R,3,40000,Individual,Gas,Automatic  ,20.51,998,67.0,5,400000
Skoda Octavia,Skoda,Octavia,7,38000,Car Dealer,Petrol,,14.7,1798,177.5,5,890000
Mahindra Scorpio,Mahindra,Scorpio,4,60000,Individual,Diesel,  Manual,16.36,2179,140.0,7,1250000
Honda City,Honda,City,2,10000,Dealer,Petrol ,Automatic,18.0,1497,117.6,5,1350000
Hyundai Grand,Hyundai,grand,4,46000,Dealer,Petrol,,18.9,1197,82.0,5,465000
Renault Duster,Renault,Dust3r,8,74000,Dealer,  Diesel, Manual,19.87,1461,83.8,5,335000
Honda Amaze,Honda,Amaze,5,51000,Dealer,Petrol,A/T,19.0,1199,88.76,5,575000
Maruti Wagon R,Maruti,wagon r,7,85000,Dealer,Petrol,Manual,21.79,998,67.05,5,325000
Maruti Ciaz,maruti,Ciaz,6,46000,Dealer,Petrol,,20.73,1373,91.1,5,525000
Toyota Innova,,Innova,4,56000,Dealer,Diesel,M/T,13.68,2393,147.8,7,1675000
Maruti Wagon R,Maruti,Wagon R,8,52000,DEALER,,M/T,18.9,998,67.1,5,270000
BMW 3,Bmw,3,6,33000,Car Dealer,Diesel,A/T,19.62,1995,187.74,5,2050000
BMW X5,BMW,X5,2,7000,Dealer,,  Automatic,13.38,2993,265.0,5,7985000
Hyundai Elantra,Hyundai,elantra,8,90000,Dealer, Petrol,M/T,16.3,1797,147.5,5,575000
Volkswagen Polo,Volkswagen,Polo,6,90000,Individual,Diesel,M/T,20.14,1498,88.8,5,420000
Maruti Baleno,Maruti,Baleno,2,9500,Car Dealer,Gas,Manual,21.01,1197,81.8,5,585000
Maruti Ciaz,Maruti,ciaz,5,69000,Car Dealer,Diesel Fuel,M/T,28.09,1248,88.5,5,650000
Mercedes-AMG C,Mercedes-AMG,C,4,24000,Dealer,,Automatic,11.9,2996,362.07,5,5100000
BMW 3,BMW,3,9,60000,Owner,Diesel,Automatic  ,16.07,1995,181.0,4,950000
Porsche Cayenne,Porsche,CAYENNE,4,24000,Car Dealer,Petrol,,12.5,3604,440.0,5,11100000
Tata Nexon,Tata,Nexon,3,25000,deAlER,Gasoline,A/T,17.0,1198,108.5,5,910000
Maruti Ciaz,Maruti,Ciaz,4,28297,Dealer,Diesel,Manual,28.09,1248,88.5,5,775000
Hyundai i20,Hyundai,i20,10,57000,Dealer,Gasoline,Manual,17.0,1197,80.0,5,259000
Toyota Innova,Toyota,Innova,2,22000,Car Dealer,Diesel Fuel,auTOmatIC,11.36,2755,171.5,7,1885000
Audi A4,Audi,A4,7,50000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1450000
Honda City,Honda,City,9,75000,Car Dealer,Petrol,Manual,17.4,1497,117.3,5,400000
Hyundai Grand,Hyunda,Grand,6,44004,Dealer,Petrol  ,MANUAL,18.9,1197,82.0,5,400000
Maruti Ciaz, Maruti,Ciaz,6,39085,Dealer,,Manual,28.09,1248,88.5,5,525000
Toyota Fortuner,Toyot,Fortuner,10,185000,,Diesel,Manual,11.5,2982,171.0,7,875000
Volkswagen Vento,Volkswagen,Vento,8,71000,Dealer,Gasoline,MAN,15.04,1598,103.6,5,365000
Hyundai i10,Hyundai,i10,10,66000,,Petrol,,20.36,1197,78.9,5,210000
Maruti Swift,Marut,Swift,6,60000,Individual, Diesel,Manual,25.2,1248,74.0,5,390000
Maruti Swift Dzire,Maruti,Swift Dzire,7,66251,Car Dealer,Gas,Manual,19.1,1197,85.8,5,430000
Toyota Innova,  Toyota,Innova,2,26000,  Dealer,Diesel,Manual,13.68,2393,147.8,7,1800000
Kia Seltos,Kia ,SELTOS,2,4500,Dealer  ,Petrol,  Manual,16.1,1353,138.0,5,1725000
Honda Civic,Honda,Civic,12,78000, Dealer,Petrol,  Automatic,12.9,1799,130.0,5,265000
Maruti Alto,Maruti,alto,5,27648,Trustmark Dealer,Cng,M/T,32.26,998,58.3,4,325000
Toyota Innova,Toyota,Innov,5,58000,Car Dealer,Diesel Fuel,Automatic,11.36,2755,171.5,7,1775000
Honda WR-V,Honda,WR-V,4,13420,Dealer,Petrol,Manual,17.5,1199,88.7,5,785000
Toyota Innova,toyota,Innova,3,45000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1995000
Mahindra Scorpio,Mahindra,Scorpio,3,57645,Car Dealer,,Manual,16.36,2179,120.0,7,1250000
Hyundai i20,Hyundai,i20,7,64000,Car Dealer,,MANUAL,22.54,1396,88.73,5,425000
Tata Harrier,Tata,hARrIeR,2,18000,DEALER,Diesel Fuel,M/T,17.0,1956,138.1,5,1595000
Honda Jazz,honda,Jazz,5,32700,Dealer,Gas,Manual,18.7,1199,88.7,5,491000
Hyundai Verna,Hyundai,Verna,8,83000,Dealer,Diesel,AUTO,19.08,1582,126.32,5,470000
Volkswagen Polo,Volkswagen,Polo,8,69000,Dealer,Petrol,MANUAL,16.47,1198,73.9,5,440000
Honda Amaze,Honda,Amaze,8,38872,Dealer,Petrol,Manual,18.6,1199,88.76,5,365000
Toyota Camry,Toyota  ,Camry,5,86012,Dealer,,A/T,19.16,2494,157.7,5,1800000
Hyundai i20,  Hyundai,i20,6,52000,Dealer,Petrol,,18.6,1197,81.83,5,470000
Maruti Alto,,Alto,11,62000,dealer,Gasoline,MAN,19.7,796,46.3,5,160000
Hyundai Santro,Hyundai,Santro,12,66500,Individual,Gas,Manual,17.92,1086,62.1,5,135000
Maruti Swift Dzire,Maruti,Swift Dzire,6,44000,Individual,Petrol ,Manual,19.1,1197,85.8,5,450000
Hyundai i20,Hyundai,i20,3,30000,Individual,Diesel,MAN,22.54,1396,88.73,5,731000
Maruti Swift Dzire,Maruti,Swift Dzire,8,77755,Dealer, Diesel,M/T,23.4,1248,74.0,5,375000
Hyundai i20,Hyundai,i20,5,55000,Dealer,Petrol,Manual,18.6,1197,81.83,5,490000
Maruti Vitara,mArUtI,Vitara,2,11000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
Honda City,Honda,City,7,96434,Dealer,Diesel Fuel,Manual,26.0,1498,98.6,5,450000
BMW X4,BMW,X4,2,9500,DEaleR,Diesel,Automatic,16.78,1995,190.0,5,4950000
Honda Civic,Honda,Civic,11,100000,Owner,Petrol,Automatic  ,12.9,1799,130.0,5,275000
Honda Amaze,Hond,Amaze,8,33456,Dealer,Petrol,,15.5,1198,86.7,5,425000
Ford Ecosport,Ford,Ecosport,8,35225,Car Dealer,Petrol,MAN,18.88,999,123.37,5,480000
Skoda Rapid,Skoda,RAPID,6,54000,Car Dealer,  Diesel,Automatic,21.66,1498,103.52,5,625000
Hyundai i20,Hyundai,i20,4,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,545000
Tata Tiago,Tata,Tiago,3,28000,Owner,Petrol,,23.84,1199,83.83,5,475000
Maruti Wagon R,Maruti,Wagon R,8,63000,Dealer,CNG,Manual,26.6,998,58.16,5,250000
Hyundai Grand,Hyundai,Grand,4,35000,InDiVIDual,,Manual,18.9,1197,81.86,5,430000
Hyundai Creta,Hyunda,Creta,3,40000,Car Dealer,dIeSEL,MAnUal,21.4,1493,113.42,5,1075000
Hyundai Creta,Hyundai,Creta,6,45000,Dealer,Petrol,mAnUaL,15.29,1591,121.3,5,875000
Maruti Celerio,Maruti,Celerio,5,69000,Dealer,CNG,MAN,31.79,998,58.2,5,375000
Maruti Celerio,maruti,CELERIO,2,35000,Car Dealer,Petrol,Automatic,23.1,998,67.04,5,480000
Ford Aspire,,Aspire,4,22597,Car Dealer,Gasoline,Automatic,16.3,1497,121.0,5,675000
Hyundai Grand,Hyundai,Grand,8,70000,Dealer,Diesel Fuel,Manual,24.0,1186,73.97,5,310000
BMW 3,BMW,3,10,32000,Car Dealer,Diesel,Automatic,16.07,1995,181.0,4,900000
Renault KWID,Renault,KWID,2,13931,Car Dealer,Petrol,MANUAL,20.71,799,53.26,5,345000
Honda City,,City,5,40000,Car Dealer,Gas,Manual,17.8,1497,117.3,5,690000
Hyundai Santro,Hyundai,Santro,13,79000,Dealer,Petrol,Manual  ,17.92,1086,62.1,5,125000
Hyundai i20,Hyundai,i20,6,33794,Car Dealer,Petrol,M/T,18.6,1197,81.83,5,525000
Hyundai Verna,Hyunda,Verna,8,51000,DEalER,Gas,Manual,17.1,1591,121.3,5,690000
Datsun RediGO,Datsun,RediGO,5,36000,Dealer,Gas,MAN,22.7,799,53.64,5,235000
Hyundai Verna, Hyundai,VERNA,12,55000,Car Dealer,Petrol,Manual,13.9,1599,103.2,5,235000
Audi A4,Audi,A4,8,48000,Dealer,Diesel Fuel,Automatic,16.55,1968,147.51,5,1175000
Maruti Baleno,Maruti,Baleno,3,35833,Dealer,petrol,Manual,21.4,1197,83.1,5,565000
Maruti Swift,Maruti,Swift,8,105000,Individual,Diesel,Manual,22.9,1248,74.0,5,320000
Renault Duster,Renault,Duster,8,65000,Dealer,Diesel,Manual,19.01,1461,108.45,5,375000
Mahindra XUV500,Mahindra  ,XUV500,8,69300,Dealer,Diesel Fuel,Manual,16.0,2179,140.0,7,575000
Mahindra Scorpio,Mahindra,Scorpio,4,35000,Dealer,Diesel,,15.4,1997,120.0,7,1290000
Maruti Alto,Maruti,Alto,4,28239,Trustmark Dealer,cng,M/T,33.44,796,40.3,4,315000
Hyundai Creta,Hyundai  ,Creta,4,33000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1070000
Hyundai i20,Hyundai,i20,4,32000,Dealer,Petrol,Manual,18.6,1197,81.83,5,600000
Maruti Wagon R,Maruti,Wagon R,16,74000,Individual,  Petrol,Manual,17.3,1061,64.0,5,74000
Toyota Innova,Toyota,Innova,5,50000,Dealer,Diesel Fuel,Manual,13.68,2393,147.51,7,1375000
Toyota Innova,,Innova,8,50000,Dealer,Diesel,MANUAL,12.99,2494,100.6,7,840000
Hyundai i10,Hyundai  ,i10,7,55000,dealer,Petrol,Manual,20.36,1197,78.9,5,360000
Hyundai i20,Hyundai,i20,7,80000,Owner,Diesel ,Manual,21.9,1396,88.8,5,300000
Ford Figo,Ford,Figo,10,50000,Dealer,Petrol,Manual,15.6,1196,70.0,5,199000
Maruti Swift,Maruti,Swift,5,36000,Dealer,Petrol,Manual,20.4,1197,81.8,5,421000
Toyota Fortuner,Toyota,Fortuner,9,140000,,Diesel,Automatic,12.55,2982,168.7,7,1160000
Hyundai i20,Hyundai,i20,11,47000,Dealer,Petrol,Manual,17.0,1197,80.0,5,235000
Maruti Ignis,Maruti,Ignis,3,30000,Dealer,Petrol  ,Manual,20.89,1197,81.8,5,570000
BMW X1,BMW,X1,3,25000,Dealer,Diesel,Automatic,20.68,1995,190.0,5,2500000
Audi A6,Audi ,A6,5,20010,Car Dealer,Diesel,automatic,18.53,1968,187.74,5,2800000
Maruti Alto,MARUTI,Alto,8,15000,Individual,Petrol,MANUAL,22.74,796,47.3,5,189000
Honda Amaze,Honda,Amaze,2,9800,Dealer  ,Petrol,Automatic,18.3,1199,88.76,5,750000
Mahindra XUV500,Mahindra,XUV500,2,22360,Dealer,Diesel,AUTOMATIC,15.1,2179,152.87,7,1475000
Maruti Wagon R,Maruti,Wagon R,6,37499,Trustmark Dealer,PETROL,Manual,21.79,998,67.05,5,350000
BMW 6,BMW,6,12,65000,Dealer,Gasoline,Automatic,7.94,4395,450.0,4,1500000
Hyundai Verna,Hyundai,Verna,9,30917,Dealer,Diesel,Manual,22.32,1582,126.3,5,465000
Mahindra XUV500,Mahindra,XUV500,8,91000,Car Dealer,Diesel Fuel,Manual,16.0,2179,140.0,7,550000
Maruti Vitara,Marut,Vitara,5,50000,Individual,Diesel,,24.3,1248,88.5,5,700000
Toyota Innova,Toyota,Innov,8,80133,Dealer,Diesel Fuel,Manual,12.99,2494,100.6,8,650000
Maruti Alto,Maruti,Alto,4,50000,Individual, Petrol,Manual,23.95,998,67.05,5,298000
Maruti Swift,Marut,Swift,11,75000,Dealer,,Manual,16.1,1197,85.0,5,240000
Toyota Fortuner,Toyota,Fortuner,9,51000,Dealer,Diesel Fuel,Automatic,12.55,2982,168.5,7,1265000
Hyundai Grand,Hyundai,grand,7,55000,Dealer,Diesel Fuel,M/T,24.0,1120,70.0,5,325000
Skoda Octavia,Skoda,Octavia,4,3700,Dealer,Gasoline,AutomAtIC,15.1,1798,178.0,5,2200000
Audi A4,Audi,A4,4,45500,Owner,Diesel Fuel, Automatic,18.25,1968,187.74,5,2800000
Hyundai i10,HYUNdaI,i10,8,59654,Dealer,Petrol,,19.81,1086,68.05,5,268000
Maruti Wagon R,,Wagon R,9,49000,Dealer,Petrol,Manual,20.51,998,67.04,5,231000
Maruti Vitara,Maruti,Vitara,3,42000,  Dealer,Diesel,Manual,24.3,1248,88.5,5,765000
Honda City,Honda,City,10,72000,Individual,Gasoline,Manual,17.0,1497,118.0,5,320000
Maruti Wagon R,Marut,Wagon R,9,65000,Car Dealer,Petrol,MAN,21.79,998,67.05,5,230000
Toyota Innova,Toyota,Innov,4,65000,Car Dealer,Diesel,Automatic,11.36,2755,171.5,7,1550000
Mahindra Marazzo,Mahindra,Marazzo,2,70000,Dealer,Diesel Fuel,MAN,17.3,1497,121.0,7,600000
Maruti Ertiga,Maruti,Ertiga,4,50000,Car Dealer,Gasoline,Manual,19.34,1462,103.0,7,750000
Hyundai Verna,Hyundai,Verna,5,25000,Dealer,Diesel,Manual,23.9,1582,126.2,5,725000
Hyundai Venue,Hyundai,V3nue,2,12000,Car Dealer, Petrol,Manual,18.0,998,118.35,5,1050000
Ford Endeavour,Ford,Endeavour,3,48000,Car Dealer,Diesel  ,Automatic,10.91,3198,197.0,7,2899000
Hyundai Elantra,Hyundai,Elantra,8,66612,Dealer,Petrol,AUTO,14.5,1797,147.5,5,690000
Maruti Baleno,Maruti,Baleno,5,33000,Owner,PETROL,Manual,21.4,1197,83.1,5,470000
Hyundai Elantra,Hyundai,Elantra,8,67000,Dealer  ,Petrol,Manual,16.3,1797,147.5,5,554000
Maruti Vitara,Maruti,Vitara,3,10000,Dealer,Diesel ,Manual  ,24.3,1248,88.5,5,825000
Hyundai i20,Hyundai,i20,9,55000,Dealer,Petrol,MAN,17.0,1197,80.0,5,324000
Skoda Rapid,Skoda,Rapid,4,48000,Dealer,Petrol,  Manual,15.0,1598,103.52,5,590000
Honda Amaze, Honda,Amaze,5,52306,Dealer,Petrol,MAN,17.8,1198,86.7,5,465000
Mahindra Thar,Mahindra,Thar,7,49000,DeALeR,Diesel,M/T,16.55,2498,105.0,6,590000
Maruti Swift Dzire,Maruti,Swift Dzire,4,19843, Dealer,Gasoline,A/T,22.0,1197,81.8,5,620000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,12,51000,,Gasoline,AUTO,10.13,3498,364.9,5,1350000
BMW 5,BMW,5,3,34000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3700000
Maruti Wagon R,Maruti,Wagon R,3,33955,Certified Dealer,CNG,Manual,33.54,998,67.04,5,425000
BMW 5,BMW ,5,2,18000,,Diesel,Automatic,22.48,1995,187.74,5,4500000
Honda Amaze,Honda,Amaze,7,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
Toyota Camry,Toyota,Camry,7,53000,Dealer,Gasoline,Automatic,12.98,2494,178.3,5,1099000
Mahindra XUV500,Mahindra,XUV500,3,18000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1300000
Maruti Ciaz,Maruti,Ciaz,6,61000,Dealer,Diesel Fuel,Manual,26.21,1248,88.5,5,511000
Honda Amaze,,Amaze,5,48000,Car Dealer,Petrol  ,Manual,18.6,1199,88.76,5,425000
Audi A6,Audi,A6,9,36000,Dealer,Diesel,AUTO,17.68,1968,174.33,5,1375000
Honda City,Honda,City,11,57000,Car Dealer,,Automatic,16.8,1497,118.0,5,352000
Maruti Wagon R,MARUti,Wagon R,6,27000,Dealer,Petrol  ,Automatic,21.5,1197,81.8,5,395000
Hyundai Verna,Hyundai,Verna,9,74100,Car Dealer,Petrol,Automatic,17.1,1591,121.4,5,450000
BMW 5,BMW,5,4,55000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3600000
Hyundai Verna,Hyundai,Verna,2,19608,Dealer,Petrol,Manual,17.0,1591,121.3,5,895000
Volkswagen Vento,Volkswagen,Vento,8,72600,Individual,Diesel,Manual,20.54,1598,103.6,5,305000
Maruti Baleno,Maruti  ,Baleno,3,15000,Dealer,Petrol,A/T,21.4,1197,83.1,5,700000
Volkswagen Vento,Volkswagen,Vento,7,59484,Dealer,Gas,Manual,15.04,1598,103.2,5,465000
Maruti Swift Dzire,Maruti,Swift Dzire,6,57429,Dealer,Petrol,MAN,19.1,1197,85.8,5,450000
Hyundai Creta,Hyundai,creta,4,110000,Owner,Diesel,Manual,19.67,1582,126.2,5,1050000
Hyundai Grand,Hyunda,Grand,2,11000,Dealer,Petrol ,M/T,18.9,1197,81.86,5,490000
Maruti Ertiga,Maruti,ERTIGA,8,90000,Owner,Diesel,Manual,20.77,1248,88.8,7,450000
Honda City,Honda,City,6,80484,Dealer,Petrol,AUTO,18.0,1497,117.3,5,650000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,75000,Dealer,Diesel,AUTO,14.84,2143,170.0,5,1475000
Maruti Swift Dzire,Maruti,Swift Dzire,4,55000,Dealer,PETROL,auTOmaTiC,21.21,1197,81.8,5,590000
Hyundai Grand,Hyundai,Gran,5,54540,Dealer,Petrol,Manual,18.9,1197,82.0,5,425000
MG Hector,MG ,Hector,2,13000,Car Dealer,Petrol ,Automatic,13.96,1451,141.0,5,1725000
Ford Ecosport,fOrd ,Ecospor,6,80000,Individual  ,Diesel,MAN,22.77,1498,98.59,5,450000
Maruti Swift Dzire,Maruti,Swift Dzire,5,64000,,Petrol,MAN,22.0,1197,81.8,5,450000
Ford Ecosport,Ford,Ecosport,8,47754,Dealer,Diesel,,22.7,1498,89.84,5,480000
Maruti Wagon R,Maruti,Wagon R,7,86461, Dealer,Petrol,M/T,20.51,998,67.04,5,290000
Renault KWID,Renault,KWID,3,40746,Dealer,Gas,Manual,25.17,799,53.3,5,300000
Hyundai i20,Hyundai,i20,4,31000,Dealer,Gasoline,,18.6,1197,81.83,5,650000
Ford Figo,Ford,Figo,8,44000,Dealer  ,Diesel Fuel,Manual,20.0,1399,68.1,5,235000
Hyundai Venue,Hyundai,Venue,2,21000,Dealer,Diesel,Manual,23.7,1493,98.6,5,900000
Maruti Baleno,Maruti,Baleno,3,23000,Car Dealer,,Manual,21.01,1197,81.8,5,600000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,63000,Dealer,Gas,Automatic,11.74,1796,186.0,5,1275000
Hyundai Venue,Hyunda,Venue,2,17000,Dealer,Petrol,M/T,18.27,998,118.35,5,875000
Honda City,Honda,City,9,100000,Individual,Petrol,M/T,16.8,1497,116.4,5,350000
Maruti Swift,Maruti,Swif,3,35759,Car Dealer,Petrol  ,Automatic,22.0,1197,81.8,5,595000
Maruti Ignis,  Maruti,Ignis,4,30000,Dealer ,Petrol,Manual,20.89,1197,81.8,5,465000
Honda City,Hond,City,4,50000,Dealer,Gas,Manual,17.4,1497,117.6,5,765000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,60004,Car Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000
Mercedes-Benz E-Class,  Mercedes-Benz,E-Class,10,83000,Dealer,Petrol,,12.0,1991,184.0,5,1070000
Ford Ecosport,Ford,Ecosport,3,19000,Car Dealer,Diesel Fuel,M/T,23.0,1498,98.96,5,950000
Mahindra KUV100,MAHINDRA,KUV100,3,30300,Dealer,Petrol,Manual,18.15,1198,82.0,6,410000
Skoda Superb,Skoda,Superb,5,80260,Dealer,Petrol,AUTO,14.67,1798,177.46,5,1675000
Honda WR-V,Honda,WR-V,3,10000,Dealer,Petrol,Manual,17.5,1199,88.7,5,849000
Maruti Swift,Maruti,Swift,7,42000,Car Dealer,Diesel,Manual,25.2,1248,74.0,5,365000
Ford Ecosport,Ford,Ecosport,7,62091,Car Dealer,Diesel Fuel,Manual,22.7,1498,89.84,5,465000
Maruti Ciaz,Marut,Ciaz,6,90000,Individual,Diesel,M/T,26.21,1248,88.5,5,500000
Hyundai i10,Hyundai,i10,9,47000,Car Dealer,Petrol,Automatic,16.95,1197,78.9,5,300000
Maruti Baleno,Maruti,Baleno,4,36000,Dealer,Gas,Automatic,21.4,1197,83.1,5,600000
Hyundai Creta,Hyundai,Creta,5,40000,Individual,Diesel,,21.38,1396,88.7,5,775000
Renault Duster,Renault ,Duster,6,56000,DeaLeR,Diesel,Manual,20.46,1461,83.8,5,440000
Honda City,Honda,City,5,25000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,870000
Toyota Camry,Toyota,Camry,5,85000,Dealer,Petrol,aUTOMAtic,19.16,2494,158.2,5,1995000
Maruti Dzire VXI,Marut,Dzire VXI,6,54500,Car Dealer,Petrol,maNUaL,23.26,1197,88.5,5,452000
Maruti Swift,Maruti,Swift,3,20002,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,575000
Honda Amaze,Honda,Amaz3,2,11000,Car Dealer,Diesel,Automatic  ,23.8,1498,78.9,5,900000
Maruti Alto,Maruti,ALTO,8,13910,Dealer,Petrol,MAN,20.92,998,67.1,5,230000
