car_name,brand,model,vehicle_age,km_driven,transmission_type,mileage,engine,max_power,seats,selling_price,transmission_type_Encoded,seller_type_Dealer,seller_type_Owner,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol
Audi A4,Audi,A4,8.0,79000,Automatic,17.11,1197.0,174.33,5,1210000,0,1,0,0,1,0,0
Honda City,Honda,City,10.0,60000,Manual,17.0,1497.0,118.0,5,352000,1,0,1,0,0,0,1
Hyundai i10,Hyundai,I10,12.0,49100,Manual,20.36,1197.0,78.9,5,180000,1,0,1,1,0,0,0
Mercedes-Benz GLS,M3Rcedes-Benz,Gls,4.0,29000,Automatic,11.0,2159.5,174.52500000000003,7,6199000,0,1,0,0,1,0,0
Toyota Innova,Toyota,Innova,4.0,67000,Automatic,11.36,2159.5,171.5,8,1480000,0,0,1,0,1,0,0
Honda Civic,Honda,Civic,11.0,80000,Manual,14.8,1799.0,130.2,5,285000,1,1,0,0,0,0,1
Honda Civic,Honda,Civic,11.0,56000,Manual,14.8,1799.0,130.2,5,360000,1,1,0,0,0,0,1
Volvo XC,Volvo,Xc,7.0,24000,Automatic,11.1,2159.5,174.52500000000003,7,2400000,0,1,0,0,1,0,0
Ford Figo,Maruti,Figo,10.0,57349,Manual,20.0,1399.0,68.0,5,185000,1,1,0,0,1,0,0
Maruti Baleno,Maruti,Baleno,4.0,14000,Manual,21.4,1197.0,83.1,5,637000,1,1,0,0,0,0,1
Audi A6,Audi,A6,9.0,43000,Automatic,17.68,1968.0,174.33,5,1325000,0,1,0,0,1,0,0
Maruti Ciaz,Maruti,Ciaz,4.0,58000,Manual,20.73,1373.0,100.59431352459016,5,750000,1,1,0,0,0,0,1
Honda City,Hond,City,4.0,63000,Manual,26.0,1498.0,98.6,5,525000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,5.0,35000,Manual,19.1,1197.0,85.8,5,475000,1,1,0,0,0,0,1
Honda CR-V,Honda,Cr-V,5.0,55000,Automatic,19.692493169398904,2159.5,174.52500000000003,5,1575000,0,1,0,1,0,0,0
Hyundai i20,Hyunda,I20,9.0,53000,Manual,17.0,1197.0,80.0,5,345000,1,1,0,0,0,0,1
Ford Endeavour,Ford,Endeavour,3.0,17000,Automatic,12.62,2159.5,158.0,7,2675000,0,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon,7.0,47000,Manual,18.9,998.0,67.1,5,260000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,3.0,55000,Manual,30.834999999999994,998.0,67.04,5,380000,1,1,0,1,0,0,0
Maruti Wagon R,Maruti,Wagon,5.0,61193,Manual,18.9,998.0,67.1,5,365000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon,4.0,15000,Manual,17.3,1061.0,64.0,5,385000,1,1,0,0,0,0,1
Maruti Celerio,Maruti,Celerio,2.0,30000,Manual,21.63,998.0,67.04,5,420000,1,1,0,0,0,0,1
Honda City,Honda,City,13.0,50000,Manual,17.0,1497.0,118.0,5,275000,1,1,0,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,6.0,90000,Manual,15.4,2159.5,120.0,7,650000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swif,9.0,64000,Manual,22.9,1248.0,100.59431352459016,5,275000,1,1,0,0,1,0,0
Honda City,Hond,City,4.0,55598,Manual,25.6,1498.0,97.9,5,1051000,1,1,0,0,1,0,0
Maruti Vitara,Maruti,Vitar,3.0,20000,Manual,24.3,1248.0,88.5,5,780000,1,1,0,0,1,0,0
Honda City,Honda,City,6.0,75000,Manual,26.0,1498.0,98.6,5,550000,1,0,1,0,1,0,0
Ford Ecosport,Ford,Ecosport,6.0,73521,Manual,21.7,1498.0,98.96,5,532000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,9.0,78000,Manual,19.3,1248.0,73.9,5,325000,1,1,0,0,1,0,0
Hyundai i10,Hyundai,I10,11.0,80000,Manual,19.81,1086.0,68.05,5,240000,1,1,0,0,0,0,1
Honda City,Honda,City,7.0,88000,Manual,26.0,1498.0,98.6,5,556000,1,1,0,0,1,0,0
Honda City,Honda,City,4.0,70000,Manual,26.0,1498.0,100.59431352459016,5,825000,1,1,0,0,1,0,0
Volvo XC90,Volv,Xc90,2.0,25500,Automatic,17.2,1969.0,174.52500000000003,7,6975000,0,1,0,0,1,0,0
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,11.0,52000,Automatic,10.13,2159.5,174.52500000000003,5,1750000,0,1,0,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,5.0,57000,Manual,16.0,1997.0,140.0,7,993000,1,1,0,0,1,0,0
Tata Harrier,Tata,Harrier,2.0,12000,Manual,17.0,1956.0,167.67,5,1475000,1,1,0,0,1,0,0
Mini Cooper,Mini,Cooper,9.0,38000,Automatic,13.6,1598.0,174.52500000000003,4,1290000,0,1,0,0,0,0,1
BMW X5,Bmw,X5,6.0,47500,Automatic,15.97,2159.5,174.52500000000003,5,3700000,0,1,0,0,1,0,0
Maruti Celerio,Maruti,Celerio,5.0,2200,Automatic,23.1,998.0,67.04,5,465000,0,1,0,0,0,0,1
Volkswagen Vento,Volkswagen,Vento,8.0,55000,Manual,20.34,1498.0,103.2,5,350000,1,1,0,0,1,0,0
Honda Amaze,Hond,Amaze,7.0,52000,Manual,18.0,1198.0,86.7,5,375000,1,1,0,0,0,0,1
Volkswagen Vento,Volkswagen,Vento,8.0,65000,Manual,20.54,1598.0,103.6,5,324000,1,1,0,0,1,0,0
Hyundai Creta,Hyundai,Creta,4.0,85000,Manual,19.692493169398904,1396.0,88.7,5,825000,1,1,0,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpi,4.0,45023,Manual,15.4,2159.5,120.0,7,1249000,1,1,0,0,1,0,0
Honda CR,Honda,Cr,4.0,75000,Automatic,12.0,2159.5,174.52500000000003,5,1750000,0,1,0,0,0,0,1
Toyota Fortuner,Toyota,Fortuner,2.0,45000,Automatic,12.9,2159.5,174.5,7,3300000,0,1,0,0,1,0,0
Honda City,Honda,City,4.0,36591,Manual,17.8,1497.0,117.3,5,800000,1,0,0,0,0,0,1
Ford Ecosport,Ford,Ecosport,5.0,72000,Manual,21.7,1498.0,98.96,5,675000,1,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,7.0,55000,Manual,19.692493169398904,1499.0,110.0,5,510000,1,1,0,0,0,0,1
Renault Duster,Renault,Duster,8.0,70931,Manual,19.01,1197.0,108.45,5,425000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,5.0,60000,Manual,18.6,1197.0,81.83,5,550000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,5.0,58000,Manual,18.9,998.0,67.1,5,299000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,5.0,58500,Manual,19.67,1582.0,126.2,5,760000,1,1,0,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,8.0,53000,Manual,22.07,1199.0,73.9,5,299000,1,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,6.0,51342,Manual,16.02,1373.0,93.7,7,550000,1,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,4.0,39000,Manual,26.21,1248.0,88.5,5,650000,1,1,0,0,1,0,0
Maruti Ciaz,Maruti,Ciaz,4.0,55000,Manual,28.09,1248.0,88.5,5,735000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,5.0,45000,Manual,20.4,1197.0,81.8,5,435000,1,1,0,0,0,0,1
Hyundai Verna,Hyundai,Verna,8.0,68000,Automatic,22.32,1582.0,126.32,5,475000,0,1,0,0,1,0,0
Maruti Baleno,Maruti,Bal3No,5.0,60001,Automatic,21.4,1197.0,83.1,5,565000,0,1,0,0,0,0,1
Honda Amaze,Honda,Amaze,8.0,53000,Manual,15.5,1198.0,86.7,5,425000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,6.0,58000,Automatic,17.01,1582.0,126.2,5,833000,0,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon,4.0,45000,Manual,14.0,1061.0,64.0,5,236000,1,1,0,1,0,0,0
Toyota Innova,Toyota,Innova,9.0,67000,Manual,12.99,2159.5,100.0,7,550000,1,1,0,0,1,0,0
Tata Hexa,Tata,Hexa,4.0,110000,Manual,17.6,2159.5,147.94,7,950000,1,0,1,0,1,0,0
Toyota Innova,Toyot,Innova,3.0,36000,Manual,13.68,2159.5,147.8,7,1600000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,7.0,55000,Manual,21.21,1197.0,81.8,5,390000,1,1,0,1,0,0,0
Maruti Swift,Maruti,Swift,3.0,18000,Manual,22.0,1197.0,81.8,5,570000,1,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,3.0,9800,Manual,22.74,796.0,47.3,5,320000,1,1,0,0,0,0,1
Honda City,Honda,City,4.0,16000,Manual,17.4,1497.0,117.6,5,925000,1,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,5.0,56000,Manual,28.09,1248.0,88.5,5,650000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,8.0,30000,Manual,23.95,1197.0,67.05,5,249000,1,1,0,0,0,0,1
BMW 5,Bmw,5,7.0,42000,Automatic,22.48,1995.0,174.52500000000003,5,1925000,0,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,5.0,45000,Manual,17.8,1198.0,86.7,5,450000,1,1,0,1,0,0,0
Maruti Alto,Maruti,Alto,6.0,90000,Manual,30.46,796.0,47.3,5,216000,1,0,1,1,0,0,0
Volkswagen Vento,Volkswagen,Vento,8.0,50000,Manual,22.27,1498.0,108.6,5,399000,1,1,0,0,1,0,0
Mahindra Thar,Mahindra,Thar,5.0,25000,Manual,16.55,2159.5,105.0,6,900000,1,0,1,0,1,0,0
Honda WR-V,Honda,Wr-V,3.0,32547,Manual,17.5,1199.0,88.7,5,548000,1,1,0,0,0,0,1
Renault KWID,Renault,Kwi,5.0,46583,Manual,25.17,799.0,53.3,5,280000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,4.0,54000,Manual,13.68,2159.5,147.8,7,1450000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,5.0,46000,Manual,25.2,1248.0,74.0,5,450000,1,0,1,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,5.0,44890,Manual,16.0,1997.0,140.0,7,975000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,6.0,57700,Manual,19.692493169398904,1197.0,81.83,5,504000,1,0,1,0,0,0,1
Volkswagen Polo,Volkswagen,Polo,3.0,16000,Automatic,19.692493169398904,1197.0,100.59431352459016,5,875000,0,1,0,0,0,0,1
Honda City,Maruti,City,5.0,46000,Manual,26.0,1498.0,98.6,5,700000,1,1,0,0,1,0,0
Hyundai Santro,Hyundai,Santro,9.0,52000,Manual,17.92,1086.0,100.59431352459016,5,200000,1,1,0,0,0,0,1
Mahindra Bolero,Mahindra,Bolero,7.0,84000,Manual,15.96,2159.5,62.1,7,500000,1,1,0,0,1,0,0
Hyundai Verna,Hyundai,Verna,9.0,38000,Manual,17.1,1591.0,121.3,5,440000,1,1,0,1,0,0,0
Volkswagen Polo,Maruti,Polo,6.0,46000,Manual,20.14,1498.0,88.5,5,425000,1,1,0,0,1,0,0
Volkswagen Polo,Maruti,Polo,7.0,49753,Manual,20.14,1197.0,88.8,5,425000,1,1,0,0,1,0,0
Honda City,Honda,City,9.0,69000,Manual,16.8,1497.0,116.4,5,390000,1,1,0,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,8.0,67000,Manual,15.4,2159.5,120.0,9,550000,1,1,0,0,1,0,0
Maruti Baleno,Maruti,Baleno,3.0,15155,Automatic,19.56,1197.0,81.8,5,730000,0,1,0,0,0,0,1
Toyota Fortuner,Maruti,Fortuner,2.0,12000,Automatic,12.9,2159.5,174.5,7,3200000,0,0,1,0,1,0,0
Hyundai i20,Hyundai,I20,3.0,36984,Manual,18.6,1197.0,81.83,5,370000,1,1,0,1,0,0,0
Volkswagen Polo,Volkswagen,Polo,8.0,89103,Manual,22.07,1199.0,73.9,5,234000,1,1,0,0,1,0,0
Hyundai i10,Hyundai,I10,8.0,70000,Manual,20.36,1197.0,78.9,5,225000,1,0,1,0,0,0,1
Bentley Continental,Bentley,Continental,9.0,37500,Automatic,8.715000000000005,2159.5,174.52500000000003,5,5200000,0,1,0,0,0,0,1
Land Rover Rover,Land Rover,Rover,3.0,37500,Automatic,12.51,2159.5,174.52500000000003,7,4100000,0,1,0,0,1,0,0
Mahindra XUV500,Maruti,Xuv500,5.0,50000,Manual,16.0,1997.0,140.0,7,1099000,1,1,0,0,1,0,0
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7.0,66000,Automatic,19.27,2143.0,170.0,5,1365000,0,1,0,0,1,0,0
Hyundai i10,Hyundai,I10,6.0,40000,Manual,19.81,1086.0,68.05,5,305000,1,0,1,1,0,0,0
Hyundai Grand,Hyundai,Gran,5.0,62580,Manual,24.0,1120.0,100.59431352459016,5,425000,1,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,6.0,50000,Manual,16.0,2159.5,140.0,7,955000,1,0,1,0,1,0,0
Mahindra XUV500,Mahindra,Xuv50,3.0,45000,Automatic,15.1,2159.5,100.59431352459016,7,1495000,0,1,0,0,1,0,0
Maruti Eeco,Maruti,Eeco,6.0,52000,Manual,20.88,1196.0,61.7,5,245000,1,1,0,1,0,0,0
Skoda Superb,Skoda,Superb,12.0,70000,Automatic,13.7,1798.0,157.75,5,396000,0,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,2.0,22000,Manual,21.5,1197.0,81.8,5,490000,1,1,0,0,0,0,1
Honda City,Honda,City,6.0,60000,Manual,26.0,1498.0,98.6,5,550000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,9.0,100000,Manual,19.3,1248.0,73.9,5,300000,1,0,1,0,0,0,1
Maruti Swift,Maruti,Swift,10.0,48634,Manual,16.6,1197.0,85.0,5,240000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,11.0,65000,Manual,17.5,1298.0,85.8,5,260000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,14.0,55000,Manual,17.5,1197.0,85.8,5,335000,1,1,0,0,0,0,1
Hyundai i20,Maruti,I20,4.0,24278,Manual,18.6,1197.0,100.59431352459016,5,535000,1,0,0,0,0,0,1
Maruti Celerio,Maruti,Celerio,4.0,47064,Manual,23.1,998.0,67.04,5,525000,1,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,8.0,79000,Manual,22.9,1248.0,74.0,5,325000,1,1,0,0,1,0,0
Hyundai Venue,Hyundai,Venue,2.0,26000,Automatic,18.15,998.0,118.35,5,1095000,0,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,6.0,30041,Manual,21.21,1197.0,81.8,5,390000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,11000,Automatic,22.0,1197.0,81.8,5,650000,0,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,7.0,49000,Manual,22.54,1396.0,88.73,5,525000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,8.0,53569,Manual,22.9,1248.0,74.0,5,285000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,6.0,38000,Manual,22.74,796.0,47.3,5,245000,1,1,0,1,0,0,0
Hyundai Venue,Hyundai,Venue,4.0,581,Manual,18.0,998.0,118.35,5,1145000,1,0,0,0,0,0,1
Hyundai Verna,Hyundai,Verna,8.0,81000,Manual,17.1,1591.0,121.3,5,475000,1,1,0,0,0,0,1
Ford Ecosport,Ford,Ecosport,6.0,72000,Manual,19.692493169398904,1498.0,98.59,5,525000,1,1,0,0,1,0,0
Maruti Swift Dzire,Marut,Swift Dzire,11.0,50000,Manual,19.692493169398904,1197.0,85.8,5,300000,1,0,1,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,12.0,63000,Manual,20.51,998.0,67.04,5,129000,1,1,0,0,0,0,1
Jaguar XF,Jaguar,Xf,8.0,40000,Automatic,16.36,2159.5,174.52500000000003,5,1700000,0,1,0,0,0,0,1
Renault Duster,Renault,Duster,6.0,81645,Manual,19.01,1461.0,108.45,5,650000,1,1,0,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,7.0,66000,Manual,15.1,2159.5,140.0,7,590000,1,0,1,0,1,0,0
Maruti Wagon R,Maruti,Wagon,13.0,67000,Manual,21.79,998.0,67.05,5,129000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzir3,6.0,56000,Manual,20.85,1197.0,83.14,5,425000,1,1,0,0,0,0,1
Mahindra XUV500,Maruti,Xuv500,4.0,43464,Automatic,16.0,2159.5,140.0,7,1200000,0,1,0,0,1,0,0
Skoda Rapid,Skoda,Rapid,7.0,76000,Manual,21.14,1498.0,103.52,5,510000,1,1,0,0,1,0,0
Skoda Superb,Skoda,Superb,9.0,67544,Automatic,17.2,1968.0,138.1,5,525000,0,1,0,0,1,0,0
Tata Nexon,Maruti,Nexon,2.0,26600,Manual,21.5,1497.0,108.5,5,675000,1,1,0,0,1,0,0
Toyota Innova,Toyota,Innova,4.0,27000,Manual,13.68,2159.5,147.8,7,1485000,1,1,0,0,1,0,0
Maruti Swift Dzire,Marut,Swift Dzire,7.0,72001,Manual,19.1,1197.0,85.8,5,385000,1,1,0,0,0,0,1
Honda City,Honda,City,5.0,79000,Manual,19.692493169398904,1497.0,117.3,5,685000,1,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,6.0,36390,Manual,22.74,796.0,47.3,5,255000,1,1,0,0,0,0,1
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9.0,67000,Automatic,10.0,2148.0,170.0,5,895000,0,1,0,0,1,0,0
Toyota Glanza,Toyot,Glanza,1.0,2500,Automatic,19.56,1197.0,81.8,5,875000,0,1,0,0,0,0,1
Honda Jazz,Honda,Jazz,6.0,61000,Manual,18.7,1197.0,88.7,5,495000,1,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,4.0,27000,Manual,20.73,1373.0,91.1,5,848000,1,1,0,1,0,0,0
Maruti Swift,Maruti,Swift,5.0,38765,Manual,19.692493169398904,1197.0,81.8,5,525000,1,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,8.0,70000,Manual,22.74,796.0,47.3,5,157000,1,0,1,0,0,0,1
Renault Duster,Renault,Duster,8.0,58327,Manual,19.01,1461.0,108.45,5,415000,1,1,0,0,1,0,0
Hyundai Venue,Hyundai,Venue,2.0,27000,Manual,18.27,998.0,118.35,5,995000,1,1,0,0,0,0,1
Mercedes-Benz S-Class,Mercedes-Benz,S-Clas,13.0,72000,Automatic,10.13,2159.5,174.52500000000003,5,999000,0,1,0,0,0,0,1
Mercedes-Benz GL-Class,Mercedes-Benz,Gl-Class,7.0,107000,Automatic,19.692493169398904,2159.5,174.52500000000003,7,2925000,0,1,0,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,3.0,15000,Manual,16.36,2159.5,140.0,7,1285000,1,0,1,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,9.0,72300,Manual,21.79,998.0,67.05,5,249000,1,1,0,0,0,0,1
Hyundai i10,Hyundai,I10,12.0,97341,Manual,20.36,1197.0,78.9,5,165000,1,1,0,0,0,0,1
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9.0,60000,Automatic,14.74,1991.0,174.52500000000003,5,1250000,0,1,0,0,0,0,1
Toyota Innova,Maruti,Innova,4.0,68000,Automatic,11.36,2159.5,171.5,7,1450000,0,1,0,0,1,0,0
Audi A4,Audi,A4,4.0,51000,Automatic,18.25,1968.0,174.52500000000003,5,1850000,0,1,0,0,1,0,0
Renault Triber,Renault,Triber,2.0,2709,Manual,20.0,999.0,71.0,7,575000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,10.0,86000,Manual,19.3,1248.0,73.9,5,275000,1,0,1,0,1,0,0
BMW X1,Bmw,X1,6.0,25000,Automatic,17.05,1995.0,174.52500000000003,5,1750000,0,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,4.0,16249,Manual,18.9,1197.0,82.0,5,455000,1,0,0,0,0,0,1
Maruti Alto,Maruti,Alto,9.0,62351,Manual,20.92,998.0,67.1,5,209000,1,1,0,0,0,0,1
Honda Amaze,Hond,Amaze,6.0,33000,Manual,18.0,1198.0,86.7,5,425000,1,1,0,0,0,0,1
Maruti Vitara,Maruti,Vitara,2.0,15000,Manual,24.3,1248.0,88.5,5,900000,1,0,1,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,9.0,54000,Manual,18.9,998.0,67.1,5,275000,1,1,0,1,0,0,0
Volkswagen Polo,Volkswagen,Polo,10.0,27282,Manual,16.47,1198.0,100.59431352459016,5,285000,1,1,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,2.0,9000,Manual,21.01,1197.0,100.59431352459016,5,600000,1,1,0,0,0,0,1
Toyota Glanza,Toyota,Glanza,2.0,25637,Manual,21.01,1197.0,81.8,5,822000,1,1,0,0,0,0,1
Renault Duster,Renault,Duster,7.0,90000,Manual,20.45,1461.0,83.8,5,500000,1,0,1,0,1,0,0
Ford Figo,Ford,Figo,6.0,62752,Manual,20.0,1399.0,68.05,5,323000,1,1,0,0,1,0,0
Hyundai i10,Hyundai,I10,9.0,47000,Manual,19.81,1086.0,68.05,5,290000,1,1,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,3.0,19000,Manual,21.4,1197.0,83.1,5,675000,1,1,0,0,0,0,1
Ford Ecosport,Ford,Ecosport,4.0,25000,Manual,23.0,1498.0,98.96,5,800000,1,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,4.0,29104,Manual,15.9,1496.0,120.69,5,625000,1,0,0,1,0,0,0
Maruti Ciaz,Maruti,Ciaz,4.0,33000,Manual,19.692493169398904,1373.0,91.1,5,645000,1,1,0,0,0,0,1
Hyundai i10,Hyundai,I10,11.0,53000,Manual,20.36,1197.0,78.9,5,170000,1,0,1,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,7.0,101000,Manual,17.5,1298.0,85.8,5,480000,1,0,1,0,0,0,1
Skoda Rapid,Skoda,Rapid,6.0,68000,Manual,20.5,1598.0,103.5,5,490000,1,1,0,0,1,0,0
Audi A4,Audi,A4,8.0,43000,Automatic,17.11,1968.0,174.33,5,1251000,0,1,0,0,0,0,1
Maruti Eeco,Maruti,Eeco,4.0,32000,Manual,20.88,1196.0,61.7,5,345000,1,1,0,1,0,0,0
Honda Civic,Honda,Civic,13.0,58000,Manual,13.5,1197.0,130.0,5,195000,1,1,0,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,6.0,61000,Manual,16.0,2159.5,140.0,7,875000,1,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,6.0,49000,Manual,26.08,1462.0,91.19,7,650000,1,1,0,1,0,0,0
Maruti Wagon R,Maruti,Wagon R,3.0,30000,Manual,21.79,998.0,100.59431352459016,5,415000,1,1,0,0,0,0,1
Hyundai Santro,Hyundai,Santro,3.0,30650,Manual,30.48,1086.0,59.18,5,480000,1,1,0,1,0,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,40000,Manual,19.0,1197.0,85.8,5,500000,1,0,1,0,0,0,1
Jeep Compass,Jeep,Compas,4.0,24700,Automatic,16.0,1368.0,160.0,5,1545000,0,1,0,0,0,0,1
Hyundai Grand,Maruti,Grand,6.0,38000,Manual,18.9,1197.0,82.0,5,385000,1,1,0,0,0,0,1
Skoda Rapid,Skoda,Rapi,4.0,80000,Manual,15.0,1598.0,103.5,5,295000,1,0,1,0,0,0,1
Maruti Ertiga,Maruti,Ertiga,5.0,52000,Manual,16.02,1373.0,93.7,7,615000,1,1,0,0,0,0,1
Hyundai Santro,Hyunda,Santro,4.0,34698,Manual,17.92,1086.0,62.1,5,90000,1,1,0,0,0,0,1
Mahindra Thar,Mahindra,Thar,7.0,27000,Manual,16.55,2159.5,105.0,6,710000,1,1,0,0,1,0,0
Datsun RediGO,Datsu,Redigo,4.0,37001,Manual,22.7,799.0,53.64,5,245000,1,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,7.0,75328,Manual,21.21,1197.0,81.8,5,365000,1,1,0,0,0,0,1
Tata Safari,Tata,Safari,13.0,110000,Manual,11.57,2159.5,138.1,7,250000,1,0,1,0,1,0,0
Datsun RediGO,Datsun,Redigo,3.0,49000,Manual,22.7,799.0,53.64,5,295000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,4.0,70000,Manual,13.68,2159.5,147.8,7,1450000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swift,8.0,73000,Manual,22.9,1248.0,74.0,5,350000,1,0,1,0,1,0,0
Renault KWID,Renault,Kwid,3.0,11051,Manual,23.01,999.0,67.0,5,365000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Cret,4.0,51000,Automatic,17.01,1582.0,126.2,5,1025000,0,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,6.0,31000,Manual,20.4,1197.0,81.8,5,425000,1,1,0,0,0,0,1
Maruti Vitara,Marut,Vitara,4.0,68000,Manual,24.3,1248.0,88.5,5,785000,1,1,0,0,1,0,0
Hyundai Creta,Hyundai,Creta,5.0,40000,Manual,19.67,1582.0,126.2,5,1050000,1,1,0,0,1,0,0
Volkswagen Polo,Volkswag3N,Polo,10.0,64845,Manual,16.47,1198.0,73.9,5,275000,1,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,6.0,55000,Manual,17.19,1197.0,81.86,5,525000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,5.0,55000,Automatic,17.01,1582.0,126.2,5,990000,0,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,2.0,22000,Manual,26.8,1462.0,103.0,7,920000,1,1,0,1,0,0,0
Hyundai Grand,Hyundai,Grand,3.0,53546,Manual,18.9,1197.0,81.86,5,485000,1,0,0,0,0,0,1
Maruti Ertiga,Maruti,Ertiga,4.0,9000,Automatic,18.69,1462.0,103.0,7,1025000,0,1,0,0,0,0,1
Hyundai i20,Maruti,I20,6.0,99332,Manual,22.54,1396.0,88.73,5,512000,1,1,0,0,1,0,0
Renault Duster,Renault,Duster,6.0,80246,Manual,19.87,1461.0,83.8,5,475000,1,1,0,0,0,0,1
Hyundai Verna,Hyundai,Verna,4.0,58000,Manual,22.32,1582.0,126.32,5,390000,1,1,0,0,1,0,0
Honda City,Hond,City,11.0,50000,Automatic,16.8,1497.0,118.0,5,350000,0,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,7.0,46000,Manual,20.51,998.0,67.04,5,320000,1,0,1,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,2.0,52484,Manual,16.36,1197.0,140.0,7,1500000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,5.0,62000,Manual,19.0,1197.0,85.8,5,450000,1,1,0,0,0,0,1
Hyundai Venue,Hyundai,Venue,1.0,13000,Manual,18.27,998.0,118.35,5,995000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,5.0,38000,Automatic,13.0,1591.0,121.3,5,800000,0,1,0,0,0,0,1
Honda City,Hond,City,3.0,31000,Manual,17.0,1497.0,118.0,5,885000,1,1,0,0,0,0,1
Honda Amaze,Hond,Amaz3,7.0,75456,Manual,25.8,1498.0,98.6,5,320000,1,1,0,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,4.0,70000,Manual,22.07,1199.0,73.9,5,365000,1,1,0,0,1,0,0
